L_forward (s),L_activation gradient (s),L_weight gradient (s),L_weight update (s),E_forward (J),E_activation gradient (J),E_weight gradient (J),E_weight update (J),L_forward_Peak (s),L_activation gradient_Peak (s),L_weight gradient_Peak (s),L_weight update_Peak (s),E_forward_Peak (J),E_activation gradient_Peak (J),E_weight gradient_Peak (J),E_weight update_Peak (J),TOPS/W,TOPS,Peak TOPS/W,Peak TOPS
93.9841,81.394,132.269,0.645334,2.02592,1.92345,104.142,0.0169998,10.4436,10.1,91.8404,0.613262,0.655057,0.633644,27.941,0.0166369,1.70539,0.598204,6.3058,1.63209
93.9841,81.394,132.269,0.643876,2.02578,1.92334,104.38,0.0166172,10.4436,10.1,91.8404,0.611804,0.654924,0.633528,28.179,0.0162543,1.70166,0.598206,6.25503,1.63211
93.9841,81.394,132.268,0.742616,2.02517,1.92288,103.754,0.0191903,10.4436,10.1,91.8401,0.710544,0.654308,0.633075,27.5524,0.0188274,1.71153,0.598015,6.3905,1.63069
93.9841,81.394,132.268,0.572304,2.02402,1.92179,104.091,0.0151681,10.4436,10.1,91.8397,0.540232,0.653157,0.631983,27.8897,0.0148052,1.70629,0.598347,6.31803,1.63315
93.9841,81.394,132.269,0.619962,2.02659,1.9242,104.199,0.0158278,10.4436,10.1,91.8405,0.58789,0.655733,0.63439,27.9972,0.0154649,1.7045,0.598253,6.29365,1.63245
93.9841,81.394,132.267,0.566756,2.02357,1.9215,103.932,0.0150189,10.4436,10.1,91.8393,0.534684,0.652714,0.631694,27.7311,0.014656,1.70881,0.598358,6.35274,1.63324
93.9841,81.394,132.268,0.624309,2.0235,1.92145,103.836,0.0158971,10.4436,10.1,91.8396,0.592237,0.652638,0.631639,27.6348,0.0155343,1.71032,0.598246,6.37373,1.6324
93.9841,81.394,132.269,0.620503,2.02642,1.92393,104.375,0.0162416,10.4436,10.1,91.8408,0.588431,0.655562,0.634117,28.1733,0.0158787,1.70173,0.598251,6.25605,1.63244
93.9841,81.394,132.269,0.692797,2.02593,1.92336,104.321,0.0176659,10.4436,10.1,91.8409,0.660725,0.655069,0.633549,28.1198,0.017303,1.70257,0.598111,6.26735,1.63139
93.9841,81.394,132.268,0.63515,2.02402,1.92184,104.154,0.0166217,10.4436,10.1,91.8396,0.603078,0.653161,0.632035,27.9525,0.0162588,1.70527,0.598225,6.30415,1.63225
93.9841,81.394,132.268,0.597775,2.0253,1.92298,104.06,0.0154278,10.4436,10.1,91.84,0.565702,0.654443,0.633174,27.8586,0.015065,1.70673,0.598297,6.32419,1.63278
93.9841,81.394,132.267,0.605645,2.02074,1.91909,103.377,0.0158161,10.4436,10.1,91.8385,0.573573,0.649885,0.629281,27.1754,0.0154532,1.71772,0.598284,6.47774,1.63269
93.9841,81.394,132.269,0.606406,2.02764,1.92505,104.556,0.0160564,10.4436,10.1,91.841,0.574334,0.656779,0.635244,28.3545,0.0156935,1.69886,0.598278,6.21738,1.63264
93.9841,81.394,132.269,0.550681,2.0265,1.92402,104.375,0.0144718,10.4436,10.1,91.8408,0.518608,0.655639,0.634215,28.1733,0.014109,1.70176,0.598387,6.25638,1.63345
